timestamp_ist,location_district,latitude,longitude,elevation_m,temperature_2m_degC,relative_humidity_2m_pct,dew_point_2m_degC,precipitation_mm,wind_speed_10m_kmh,solar_radiation_Wm2,soil_moisture_0_to_7cm_m3m3,leaf_wetness_status,soil_ph_status,data_provenance
2021-01-01T00:00,Coimbatore,11.0168,76.9558,431.0,21.2,95,20.4,0.1,13.0,0.0,0.365,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-01T01:00,Coimbatore,11.0168,76.9558,431.0,21.2,95,20.4,0.0,14.3,0.0,0.361,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-01T02:00,Coimbatore,11.0168,76.9558,431.0,21.2,95,20.3,0.0,13.5,0.0,0.357,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-01T03:00,Coimbatore,11.0168,76.9558,431.0,20.9,95,20.2,0.0,11.7,0.0,0.354,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-01T04:00,Coimbatore,11.0168,76.9558,431.0,20.7,96,20.1,0.1,11.2,0.0,0.351,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-01T05:00,Coimbatore,11.0168,76.9558,431.0,20.6,97,20.0,0.1,11.0,0.0,0.367,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-01T06:00,Coimbatore,11.0168,76.9558,431.0,20.6,96,20.0,0.2,11.2,0.0,0.366,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-01T07:00,Coimbatore,11.0168,76.9558,431.0,20.8,95,19.9,0.2,12.2,27.0,0.366,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-01T08:00,Coimbatore,11.0168,76.9558,431.0,21.4,89,19.5,0.1,15.0,136.0,0.363,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-01T09:00,Coimbatore,11.0168,76.9558,431.0,22.2,83,19.1,0.1,16.3,264.0,0.361,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-01T10:00,Coimbatore,11.0168,76.9558,431.0,23.6,74,18.6,0.0,16.8,408.0,0.358,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-01T11:00,Coimbatore,11.0168,76.9558,431.0,25.1,66,18.2,0.0,17.1,637.0,0.354,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-01T12:00,Coimbatore,11.0168,76.9558,431.0,25.7,62,17.8,0.0,16.7,629.0,0.35,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-01T13:00,Coimbatore,11.0168,76.9558,431.0,26.5,57,17.3,0.0,16.8,694.0,0.345,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-01T14:00,Coimbatore,11.0168,76.9558,431.0,26.6,55,16.8,0.0,16.1,614.0,0.341,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-01T15:00,Coimbatore,11.0168,76.9558,431.0,26.3,54,16.4,0.0,16.3,474.0,0.338,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-01T16:00,Coimbatore,11.0168,76.9558,431.0,25.8,56,16.4,0.0,13.5,326.0,0.336,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-01T17:00,Coimbatore,11.0168,76.9558,431.0,23.6,69,17.6,0.0,5.7,161.0,0.333,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-01T18:00,Coimbatore,11.0168,76.9558,431.0,21.4,77,17.1,0.0,7.7,19.0,0.332,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-01T19:00,Coimbatore,11.0168,76.9558,431.0,21.4,75,16.8,0.0,6.5,0.0,0.331,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-01T20:00,Coimbatore,11.0168,76.9558,431.0,21.7,76,17.2,0.0,9.8,0.0,0.33,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-01T21:00,Coimbatore,11.0168,76.9558,431.0,20.9,86,18.4,0.0,8.6,0.0,0.329,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-01T22:00,Coimbatore,11.0168,76.9558,431.0,20.6,90,19.0,0.0,6.9,0.0,0.329,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-01T23:00,Coimbatore,11.0168,76.9558,431.0,20.6,92,19.2,0.1,6.3,0.0,0.329,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-02T00:00,Coimbatore,11.0168,76.9558,431.0,20.7,91,19.1,0.0,8.1,0.0,0.328,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-02T01:00,Coimbatore,11.0168,76.9558,431.0,20.3,93,19.1,0.0,9.2,0.0,0.327,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-02T02:00,Coimbatore,11.0168,76.9558,431.0,19.8,95,19.0,0.0,9.6,0.0,0.327,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-02T03:00,Coimbatore,11.0168,76.9558,431.0,19.3,97,18.7,0.0,9.4,0.0,0.326,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-02T04:00,Coimbatore,11.0168,76.9558,431.0,19.2,96,18.6,0.0,10.3,0.0,0.325,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-02T05:00,Coimbatore,11.0168,76.9558,431.0,18.7,97,18.2,0.0,10.5,0.0,0.324,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-02T06:00,Coimbatore,11.0168,76.9558,431.0,18.7,97,18.2,0.0,9.8,0.0,0.324,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-02T07:00,Coimbatore,11.0168,76.9558,431.0,19.6,92,18.3,0.0,11.4,38.0,0.323,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-02T08:00,Coimbatore,11.0168,76.9558,431.0,21.6,79,17.9,0.0,12.6,224.0,0.322,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-02T09:00,Coimbatore,11.0168,76.9558,431.0,23.1,70,17.3,0.0,13.9,447.0,0.321,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-02T10:00,Coimbatore,11.0168,76.9558,431.0,24.5,66,17.7,0.0,14.1,639.0,0.318,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-02T11:00,Coimbatore,11.0168,76.9558,431.0,25.8,61,17.7,0.0,15.2,748.0,0.316,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-02T12:00,Coimbatore,11.0168,76.9558,431.0,26.8,56,17.4,0.0,15.3,703.0,0.313,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-02T13:00,Coimbatore,11.0168,76.9558,431.0,27.4,55,17.4,0.0,16.5,669.0,0.31,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-02T14:00,Coimbatore,11.0168,76.9558,431.0,26.9,58,17.9,0.0,16.3,479.0,0.308,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-02T15:00,Coimbatore,11.0168,76.9558,431.0,26.5,59,17.9,0.0,15.2,382.0,0.306,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-02T16:00,Coimbatore,11.0168,76.9558,431.0,26.3,61,18.1,0.0,10.9,291.0,0.304,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-02T17:00,Coimbatore,11.0168,76.9558,431.0,25.0,68,18.8,0.0,10.5,158.0,0.304,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-02T18:00,Coimbatore,11.0168,76.9558,431.0,23.8,75,19.1,0.0,11.8,17.0,0.303,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-02T19:00,Coimbatore,11.0168,76.9558,431.0,23.2,79,19.5,0.0,10.1,0.0,0.303,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-02T20:00,Coimbatore,11.0168,76.9558,431.0,22.6,84,19.8,0.0,10.6,0.0,0.303,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-02T21:00,Coimbatore,11.0168,76.9558,431.0,22.6,86,20.0,0.1,11.2,0.0,0.303,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-02T22:00,Coimbatore,11.0168,76.9558,431.0,22.4,87,20.2,0.1,12.9,0.0,0.304,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-02T23:00,Coimbatore,11.0168,76.9558,431.0,22.3,88,20.2,0.0,13.3,0.0,0.304,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-03T00:00,Coimbatore,11.0168,76.9558,431.0,21.9,90,20.2,0.1,10.8,0.0,0.304,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-03T01:00,Coimbatore,11.0168,76.9558,431.0,21.6,91,20.1,0.1,11.0,0.0,0.305,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-03T02:00,Coimbatore,11.0168,76.9558,431.0,21.3,93,20.1,0.1,11.0,0.0,0.305,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-03T03:00,Coimbatore,11.0168,76.9558,431.0,21.0,94,20.1,0.0,10.5,0.0,0.305,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-03T04:00,Coimbatore,11.0168,76.9558,431.0,20.8,95,20.0,0.0,9.5,0.0,0.305,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-03T05:00,Coimbatore,11.0168,76.9558,431.0,20.9,94,19.8,0.0,11.1,0.0,0.303,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-03T06:00,Coimbatore,11.0168,76.9558,431.0,21.1,92,19.8,0.0,9.8,0.0,0.303,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-03T07:00,Coimbatore,11.0168,76.9558,431.0,21.7,88,19.7,0.0,10.4,29.0,0.303,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-03T08:00,Coimbatore,11.0168,76.9558,431.0,23.4,80,19.7,0.0,9.9,206.0,0.302,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-03T09:00,Coimbatore,11.0168,76.9558,431.0,24.8,74,19.9,0.0,12.0,408.0,0.301,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-03T10:00,Coimbatore,11.0168,76.9558,431.0,26.0,70,20.0,0.0,15.4,541.0,0.299,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-03T11:00,Coimbatore,11.0168,76.9558,431.0,25.4,73,20.1,0.1,14.5,348.0,0.299,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-03T12:00,Coimbatore,11.0168,76.9558,431.0,24.8,76,20.3,0.2,13.5,312.0,0.299,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-03T13:00,Coimbatore,11.0168,76.9558,431.0,24.7,78,20.5,0.1,13.0,258.0,0.299,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-03T14:00,Coimbatore,11.0168,76.9558,431.0,24.6,77,20.3,0.0,14.3,201.0,0.298,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-03T15:00,Coimbatore,11.0168,76.9558,431.0,24.4,78,20.4,0.0,14.2,164.0,0.298,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-03T16:00,Coimbatore,11.0168,76.9558,431.0,24.5,78,20.4,0.0,13.0,180.0,0.297,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-03T17:00,Coimbatore,11.0168,76.9558,431.0,22.9,91,21.4,0.0,10.9,113.0,0.31,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-03T18:00,Coimbatore,11.0168,76.9558,431.0,22.6,93,21.3,0.3,9.4,6.0,0.313,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-03T19:00,Coimbatore,11.0168,76.9558,431.0,22.5,94,21.4,0.2,8.6,0.0,0.315,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-03T20:00,Coimbatore,11.0168,76.9558,431.0,22.4,93,21.2,0.1,8.4,0.0,0.316,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-03T21:00,Coimbatore,11.0168,76.9558,431.0,22.1,94,21.2,0.1,8.7,0.0,0.316,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-03T22:00,Coimbatore,11.0168,76.9558,431.0,21.9,94,21.0,0.1,9.2,0.0,0.317,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-03T23:00,Coimbatore,11.0168,76.9558,431.0,21.9,94,20.9,0.1,7.9,0.0,0.317,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-04T00:00,Coimbatore,11.0168,76.9558,431.0,21.4,96,20.7,0.0,7.0,0.0,0.317,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-04T01:00,Coimbatore,11.0168,76.9558,431.0,21.3,97,20.8,0.0,7.9,0.0,0.317,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-04T02:00,Coimbatore,11.0168,76.9558,431.0,21.4,97,20.9,0.0,8.0,0.0,0.316,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-04T03:00,Coimbatore,11.0168,76.9558,431.0,21.4,97,20.9,0.0,8.5,0.0,0.316,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-04T04:00,Coimbatore,11.0168,76.9558,431.0,21.5,96,20.8,0.1,8.2,0.0,0.316,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-04T05:00,Coimbatore,11.0168,76.9558,431.0,21.6,95,20.8,0.1,9.0,0.0,0.329,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-04T06:00,Coimbatore,11.0168,76.9558,431.0,21.8,95,21.0,0.3,8.9,0.0,0.331,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-04T07:00,Coimbatore,11.0168,76.9558,431.0,21.9,95,21.1,0.5,10.2,12.0,0.336,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-04T08:00,Coimbatore,11.0168,76.9558,431.0,22.1,94,21.1,0.7,11.4,49.0,0.344,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-04T09:00,Coimbatore,11.0168,76.9558,431.0,22.6,90,20.9,1.8,11.1,124.0,0.365,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-04T10:00,Coimbatore,11.0168,76.9558,431.0,23.3,86,20.8,2.4,13.4,222.0,0.392,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-04T11:00,Coimbatore,11.0168,76.9558,431.0,24.4,83,21.3,0.7,13.8,385.0,0.391,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-04T12:00,Coimbatore,11.0168,76.9558,431.0,25.2,79,21.3,0.1,14.0,482.0,0.384,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-04T13:00,Coimbatore,11.0168,76.9558,431.0,25.7,73,20.5,0.0,15.1,457.0,0.378,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-04T14:00,Coimbatore,11.0168,76.9558,431.0,26.0,70,20.1,0.1,15.4,384.0,0.373,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-04T15:00,Coimbatore,11.0168,76.9558,431.0,26.2,68,19.9,0.0,14.2,351.0,0.368,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-04T16:00,Coimbatore,11.0168,76.9558,431.0,25.9,69,19.7,0.0,12.9,262.0,0.364,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-04T17:00,Coimbatore,11.0168,76.9558,431.0,23.8,78,19.7,0.0,10.0,136.0,0.356,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-04T18:00,Coimbatore,11.0168,76.9558,431.0,22.9,84,20.1,0.0,9.5,13.0,0.354,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-04T19:00,Coimbatore,11.0168,76.9558,431.0,22.4,89,20.5,0.1,8.8,0.0,0.353,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-04T20:00,Coimbatore,11.0168,76.9558,431.0,22.2,91,20.6,0.3,8.7,0.0,0.354,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-04T21:00,Coimbatore,11.0168,76.9558,431.0,21.9,93,20.7,0.9,8.8,0.0,0.362,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-04T22:00,Coimbatore,11.0168,76.9558,431.0,21.7,92,20.4,0.8,9.2,0.0,0.37,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-04T23:00,Coimbatore,11.0168,76.9558,431.0,21.3,92,19.9,0.5,9.1,0.0,0.374,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-05T00:00,Coimbatore,11.0168,76.9558,431.0,21.1,92,19.7,0.5,9.4,0.0,0.376,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-05T01:00,Coimbatore,11.0168,76.9558,431.0,21.0,92,19.6,0.2,9.7,0.0,0.375,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-05T02:00,Coimbatore,11.0168,76.9558,431.0,21.0,91,19.5,0.1,11.2,0.0,0.373,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-05T03:00,Coimbatore,11.0168,76.9558,431.0,21.0,92,19.7,0.0,11.9,0.0,0.37,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-05T04:00,Coimbatore,11.0168,76.9558,431.0,21.0,92,19.7,0.0,11.9,0.0,0.367,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-05T05:00,Coimbatore,11.0168,76.9558,431.0,20.9,90,19.3,0.0,8.9,0.0,0.346,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
2021-01-05T06:00,Coimbatore,11.0168,76.9558,431.0,21.1,91,19.6,0.0,10.5,0.0,0.345,UNAVAILABLE_IN_MET_REANALYSIS,UNAVAILABLE_IN_MET_REANALYSIS,ECMWF_ERA5_REANALYSIS_OPEN_METEO
